chunk_id,t_start,n_points,equation,loss,complexity,sim_ok,rmse_omega,rmse_omega_std,rmse_theta,rmse_theta_std,const,omega_coef,theta_coef,omega_theta_coef,omega2_coef,theta2_coef,omega3_coef,theta2_omega_coef,theta_omega2_coef,theta3_coef
998,998,300,((x1 - x1) * (-0.15849697462734583 - 2.29755895122047)) * x1,0.0,9,True,0.0,0.0,3.261276911011704e-12,1.6443257824289306e-12,0.0,,,,,,,,,
993,993,300,(x0 + (x1 * 0.6277042210685772)) - x0,0.0,7,True,0.0,0.0,3.261276911011704e-12,1.6443257824289306e-12,,0.6277042210685773,,,,,,,,
1871,1871,300,((x0 - -0.9541027265794516) * (x1 - x1)) * x0,0.0,9,True,0.0,0.0,3.261276911011704e-12,1.6443257824289306e-12,0.0,,,,,,,,,
2578,2578,300,(x0 * (x0 - x0)) * ((x0 - x0) + x1),0.0,11,True,0.0,0.0,3.261276911011704e-12,1.6443257824289306e-12,0.0,,,,,,,,,
2579,2579,300,x1 - x1,0.0,3,True,0.0,0.0,3.261276911011704e-12,1.6443257824289306e-12,0.0,,,,,,,,,
1868,1868,300,(x0 - (x1 * 1.203309621519308)) - x0,0.0,7,True,0.0,0.0,3.261276911011704e-12,1.6443257824289306e-12,,-1.203309621519308,,,,,,,,
1866,1866,300,x1 + ((x1 - x1) - (x1 - (x1 - x1))),0.0,11,True,0.0,0.0,3.261276911011704e-12,1.6443257824289306e-12,0.0,,,,,,,,,
1865,1865,300,x0 - x0,0.0,3,True,0.0,0.0,3.261276911011704e-12,1.6443257824289306e-12,0.0,,,,,,,,,
1864,1864,300,((0.42971894986088827 - x0) - x1) * (x1 - x1),0.0,9,True,0.0,0.0,3.261276911011704e-12,1.6443257824289306e-12,0.0,,,,,,,,,
2582,2582,300,(x0 - x0) * (1.5286272007142616 * (-0.24094616426320664 + x0)),0.0,9,True,0.0,0.0,3.261276911011704e-12,1.6443257824289306e-12,0.0,,,,,,,,,
2662,2662,300,(x0 * (x0 - x0)) * (x1 * x1),0.0,9,True,0.0,0.0,3.261276911011704e-12,1.6443257824289306e-12,0.0,,,,,,,,,
555,555,300,(x1 - x1) * x1,0.0,5,True,0.0,0.0,3.261276911011704e-12,1.6443257824289306e-12,0.0,,,,,,,,,
556,556,300,((x1 - x0) + x0) * (-0.4983413976080308 + (x0 + x1)),0.0,11,True,0.0,0.0,3.261276911011704e-12,1.6443257824289306e-12,,-0.4983413976080308,,1.0,1.0,,,,,
557,557,300,x1 * (x1 - x1),0.0,5,True,0.0,0.0,3.261276911011704e-12,1.6443257824289306e-12,0.0,,,,,,,,,
559,559,300,x1 - x1,0.0,3,True,0.0,0.0,3.261276911011704e-12,1.6443257824289306e-12,0.0,,,,,,,,,
560,560,300,(-0.49158400418388226 + x1) * (x1 - x1),0.0,7,True,0.0,0.0,3.261276911011704e-12,1.6443257824289306e-12,0.0,,,,,,,,,
562,562,300,(x1 * (x0 - x0)) * ((x0 - 1.5086221395468744) + x0),0.0,11,True,0.0,0.0,3.261276911011704e-12,1.6443257824289306e-12,0.0,,,,,,,,,
563,563,300,(x1 - x0) + (x0 - x1),0.0,7,True,0.0,0.0,3.261276911011704e-12,1.6443257824289306e-12,0.0,,,,,,,,,
564,564,300,x1 - x1,0.0,3,True,0.0,0.0,3.261276911011704e-12,1.6443257824289306e-12,0.0,,,,,,,,,
2647,2647,300,(x1 - x1) * x0,0.0,5,True,0.0,0.0,3.261276911011704e-12,1.6443257824289306e-12,0.0,,,,,,,,,
570,570,300,x1 - x1,0.0,3,True,0.0,0.0,3.261276911011704e-12,1.6443257824289306e-12,0.0,,,,,,,,,
571,571,300,(x0 + 0.868485628006095) * ((x1 - x1) * 0.39213178603107607),0.0,9,True,0.0,0.0,3.261276911011704e-12,1.6443257824289306e-12,0.0,,,,,,,,,
2661,2661,300,((-0.16344298821722042 * x1) + x0) * (x1 - x1),0.0,9,True,0.0,0.0,3.261276911011704e-12,1.6443257824289306e-12,0.0,,,,,,,,,
574,574,300,(x1 - x1) * 0.7353523240940161,0.0,5,True,0.0,0.0,3.261276911011704e-12,1.6443257824289306e-12,0.0,,,,,,,,,
2658,2658,300,(x0 - x0) * (-1.1930013833259652 - (1.286946802504962 + -0.016148403813936)),0.0,9,True,0.0,0.0,3.261276911011704e-12,1.6443257824289306e-12,0.0,,,,,,,,,
781,781,300,((x0 - x0) * ((x0 - 0.0059812941465824864) + x1)) * 0.7538841179867632,0.0,11,True,0.0,0.0,3.261276911011704e-12,1.6443257824289306e-12,0.0,,,,,,,,,
782,782,300,x0 * (x0 - x0),0.0,5,True,0.0,0.0,3.261276911011704e-12,1.6443257824289306e-12,0.0,,,,,,,,,
785,785,300,(x1 - x1) * (x1 - ((-0.26212231152905635 - 0.00729465336321704) * x1)),0.0,11,True,0.0,0.0,3.261276911011704e-12,1.6443257824289306e-12,0.0,,,,,,,,,
2807,2807,300,((x1 * x0) - (x0 * x1)) * x0,0.0,9,True,0.0,0.0,3.261276911011704e-12,1.6443257824289306e-12,0.0,,,,,,,,,
2805,2805,300,((x1 - x1) * (x1 - x1)) * -0.10300995593298351,0.0,9,True,0.0,0.0,3.261276911011704e-12,1.6443257824289306e-12,0.0,,,,,,,,,
2800,2800,300,(x1 * (1.4839756840057237 - x0)) * (x0 - x0),0.0,9,True,0.0,0.0,3.261276911011704e-12,1.6443257824289306e-12,0.0,,,,,,,,,
2799,2799,300,x1 * (x1 * (x1 - x1)),0.0,7,True,0.0,0.0,3.261276911011704e-12,1.6443257824289306e-12,0.0,,,,,,,,,
